Activity,100000156_at,393484_at,559856_at,561790_at,559475_at,431764_at,327588_at,494573_at,100004700_at,100148803_at,360208_at,393556_at,550419_at,100331270_at,322412_at,431765_at,568482_at,246092_at,562304_at,447925_at,100005071_at,368352_at,334438_at,322451_at,449556_at,100004231_at,100002805_at,553530_at,555679_at,558919_at,100005016_at,100006523_at,566996_at,558816_at,100124622_at,368924_at,100006428_at,100038777_at,100170833_at,553552_at,541344_at,436823_at,393511_at,550580_at,436734_at,100126128_at,573111_at,492500_at,100151256_at,334459_at,406452_at,553169_at,563265_at,566702_at,564241_at,325886_at
Non-Toxic,5.311120801,2.335437365,3.125232179,6.300092322,2.133473318,7.599347315,3.145679309,6.12698524,5.933701514,6.104667662,7.869651082,5.433745777,9.113687396,5.108016804,8.220294609,7.193714613,6.263556531,9.426886097,3.90689766,4.506305362,4.582258187,6.216067782,5.134618466,9.588772395,6.268829791,7.733665266,3.385263422,5.122626764,3.70303265,4.837750101,2.984644306,3.201488163,3.053256216,4.584562493,1.965206177,7.215511019,2.278134015,4.119127094,3.581100305,3.266597741,5.332445144,4.359795411,5.996775618,5.551994586,4.476285982,2.012555605,4.508253322,5.386109056,4.992176241,5.216675407,5.405598567,4.723498155,4.79247494,5.830395964,5.733635615,6.26995621
Toxic,6.91997321,3.402657827,2.868618526,4.66792999,1.790698597,9.9377464,2.18873081,5.426503762,4.685390452,7.011881429,7.422669977,6.421018509,10.8219412,6.304901034,10.1870605,7.34695769,7.069995052,10.49534527,6.189307584,7.280425743,4.416711038,7.195361395,5.885918376,10.84272006,6.493481343,8.84604171,6.193472002,5.600071597,5.69656211,7.542276013,4.343585995,5.220156911,5.409187615,7.505199981,4.073966009,6.784505361,4.424393467,7.106614951,4.444335269,4.893253141,6.916045573,5.291117424,5.792631384,6.796788567,6.216738239,2.6418514,5.920797765,7.383796945,6.50532252,7.452134692,6.329981388,6.042222159,5.944522261,8.859355071,5.258389158,7.349886493
Toxic,4.656602171,2.530243791,3.472043566,3.665438049,1.829522556,7.155105134,2.509334077,6.322838029,4.664859115,5.160946818,8.21006357,5.108903301,8.429319138,5.444486296,7.7103727,7.746105886,6.417129301,9.300210191,5.320546655,4.914733882,4.350175488,5.8042483,5.340700823,8.816266554,6.103479484,7.810133336,5.903992114,4.882697314,3.206508305,5.531678989,2.399196597,2.179908764,3.308508805,4.386294302,2.140379956,7.178785725,2.520194157,4.778141096,3.091793199,3.184620304,4.645194562,4.026992756,5.837007477,4.99754946,4.46779576,1.772962997,5.026099246,4.569092009,4.45566831,5.269394093,5.488496114,4.466166777,5.029912783,5.86392579,5.164886665,5.213507193
Non-Toxic,4.923569363,3.03617777,3.271921025,5.43334251,2.9488271,6.607935274,3.070467645,6.167516906,4.702145136,5.692446319,5.983604202,5.160404528,7.965409427,3.443036265,7.195454552,6.939743338,5.993913214,8.145755159,1.949067045,4.109819529,6.37391739,4.975497148,5.429105752,8.246397127,5.029790726,7.428981528,4.451673798,5.24186044,4.007183437,4.388342022,3.400909256,1.444648949,3.202483975,4.747204845,2.265914568,6.86242949,1.644347919,4.532536507,3.554044811,3.646303686,4.869264837,4.956584189,5.455261271,4.768884703,4.168222448,1.775486028,5.020976718,5.019194535,4.997928838,4.394132174,5.042232742,4.492563951,4.143864429,5.430178082,5.750296468,5.377696814
Toxic,5.94552122,3.051662698,2.840158368,4.654525692,2.411643634,6.814344057,2.387975513,6.07499594,5.285891122,4.740821471,7.68703236,5.61377257,8.363696719,2.653430012,7.433358722,7.560836266,6.117569429,9.200319102,5.451088928,4.229984652,5.270946339,5.39195134,4.906591065,8.278279495,5.41387472,6.83160242,4.725306394,4.330080857,3.442846414,5.011419558,2.86984132,3.407202378,3.515392508,5.677969861,2.577925915,7.631142929,2.396267668,4.665391146,3.631627806,3.597823445,5.252685501,4.446621487,4.951205931,5.203998415,4.27939346,2.480695911,4.787607037,4.902989274,4.732478211,3.811031271,5.495095768,4.441274451,4.210020256,5.648932853,4.913250036,5.586614413
Toxic,6.767311502,2.199158126,2.55739706,7.466021797,1.755619891,8.141787153,2.627542361,5.109962652,7.825880793,7.367618457,8.508301698,6.106083659,9.396495179,7.133976669,8.587018581,6.334756622,6.177985233,9.371992261,4.115084755,6.25774503,4.491878999,6.681780265,5.724839002,10.35666757,6.870091058,9.211413478,6.041561365,5.737475234,5.289177844,7.096187525,2.470770638,2.645446922,3.601295503,5.509961362,2.327041852,6.893226116,2.036049453,4.922082676,3.984455604,3.257872811,5.166883234,4.550258091,3.431236735,6.312734764,4.960160938,2.632290041,5.0017033,5.960058113,5.294521937,6.119518131,6.125622721,5.445484714,4.951895383,7.943993524,5.273611097,5.156311792
Toxic,5.111463491,3.025150558,3.156116922,4.668587797,2.137256304,8.251597021,2.816841949,5.867236562,6.14201011,6.753248627,5.946813187,5.421384248,9.173612942,5.77741736,8.604173457,7.550217613,8.170109319,9.201797352,3.5461593,5.046712355,4.043639287,6.392883581,5.694080972,9.781199195,5.876579581,6.958616165,5.07442074,5.653177553,3.97878891,5.315550735,7.453073603,7.521812682,7.065624035,7.775152885,7.040152741,6.638874944,5.535151866,7.731156797,5.685883216,6.329777565,7.41348734,6.447498744,5.331768837,7.231546532,6.759152679,3.985528635,6.911982825,7.623835089,7.155019469,6.142576695,7.535030382,6.035737328,6.237743216,5.404119254,7.842638212,6.506507163
Toxic,6.62966062,3.021922757,2.831124411,7.224965729,1.590061842,9.418241051,2.451935364,3.984721448,5.330117891,6.873969523,8.498285429,6.366830821,10.45096899,5.49158172,9.654181873,5.669263265,6.519279558,10.23286806,5.795561823,6.677541759,3.664385425,7.083732671,5.866393987,10.49576749,6.579947516,9.369425279,7.589990724,5.811561369,5.032702658,6.870150833,2.710800598,3.659864229,3.988587314,4.378623953,2.764052686,7.359653074,2.866909457,5.093252146,3.582434996,3.316497036,6.26340213,4.696386197,5.600964707,6.263274742,5.293269089,2.162393131,5.108170119,6.160876091,5.904446756,7.110201364,6.077089051,5.35515218,4.493339707,8.005093639,6.428116095,7.392580805
Toxic,6.776839807,2.561017595,2.246790391,5.429508361,1.76299278,9.5618117,2.401118591,3.813839978,5.327663141,7.59588182,8.721938148,6.383102556,10.89856544,5.865063042,10.00828777,5.679591539,6.467527503,10.39078962,5.374296316,7.638161919,3.505615871,7.203127227,6.058388208,10.32180803,7.26660407,8.702950806,6.800171129,5.690028024,6.550778582,7.875426174,3.426829302,3.948657284,4.416736595,4.464365035,3.032033725,7.136985973,2.998970936,6.203420002,3.86452021,3.813606623,7.058152979,5.736483656,6.225212112,6.574512075,6.02084158,2.13924749,5.26680621,6.937767167,6.850161132,7.201061661,5.83746491,6.175895628,5.700765572,9.126310851,5.905040543,6.551399491
Toxic,5.015000747,2.84354401,2.463013847,4.651037634,1.767413787,7.112516082,2.386602599,6.251186601,5.944203554,5.962067039,8.090640457,5.455346964,8.434112739,4.54975566,7.593085491,8.252507373,6.061402961,9.378614754,5.172936368,4.486016153,4.560515028,5.640679978,4.878489531,9.010057518,4.763452669,7.959262932,5.328193418,5.163439667,4.113862595,5.232041666,2.943703521,3.466244797,2.896172656,4.776067096,2.165707456,7.595774083,2.07666814,4.511431942,3.402245023,3.293524734,5.243286347,4.595019319,5.373932379,5.047407954,4.535062097,1.618833999,4.78582887,4.513246749,5.072305297,5.107639135,5.497998653,4.358182014,4.817729548,6.521550406,6.028355923,6.008157664
Toxic,5.425979736,3.405619113,2.947833157,4.055761583,3.917177707,7.506152586,2.518832834,6.473828256,5.873746714,5.769584496,7.96640598,5.952448763,8.856370868,5.246555299,8.302862665,8.171527588,6.152984178,9.373448555,4.737670118,4.853102396,2.516783831,6.0875042,5.11705457,9.669690589,6.466689873,6.93925394,5.420227126,5.672837686,3.649040602,5.71928305,3.03501341,2.744794836,3.060618972,3.811964444,2.225843269,7.587232101,1.91316606,4.500372354,3.177748102,3.502745818,5.03265758,4.546217836,5.487742352,5.125168705,4.553785287,2.067535727,4.838260703,5.633794442,5.711723423,5.36756812,5.537484864,4.597759213,4.803606054,5.840290923,5.108448665,6.172291504
Toxic,10.62257198,5.688379472,2.501099155,5.939676509,1.559477985,8.036928091,3.841944415,5.571970852,7.013455672,8.087014779,8.689555159,8.117444358,9.489427044,5.656796341,8.596554691,5.513139294,8.403167615,9.984285654,6.695107491,6.309432022,4.254219308,8.327232044,5.584124416,9.998986951,6.850892905,8.681260761,5.453001108,6.064893382,4.754469783,6.869139518,2.580380881,3.217934,5.078277023,4.750129705,2.881362167,6.93843644,2.581789151,5.577430102,3.431634399,3.650279344,5.683791652,4.827559736,5.724209862,6.240193701,5.403860059,1.952323964,5.779836296,6.781387702,5.380235152,6.008699199,6.386133307,6.109283374,4.922729771,7.612833285,6.357344091,5.23403378
