Activity,100000156_at,393484_at,559856_at,561790_at,559475_at,431764_at,327588_at,494573_at,100004700_at,100148803_at,360208_at,393556_at,550419_at,100331270_at,322412_at,431765_at,568482_at,246092_at,562304_at,447925_at,100005071_at,368352_at,334438_at,322451_at,449556_at,100004231_at,100002805_at,553530_at,555679_at,558919_at,100005016_at,100006523_at,566996_at,558816_at,100124622_at,368924_at,100006428_at,100038777_at,100170833_at,553552_at,541344_at,436823_at,393511_at,550580_at,436734_at,100126128_at,573111_at,492500_at,100151256_at,334459_at,406452_at,553169_at,563265_at,566702_at,564241_at,325886_at
Toxic,4.439759942,3.68251579,3.060077175,3.638956304,2.556869289,7.329043909,2.755765631,5.959057328,4.477458147,4.797209161,8.62976751,5.686512889,7.859268122,3.687784603,7.815390984,7.223536686,6.208683078,9.403410449,4.77094467,4.501191695,4.815509978,5.707133403,5.11117287,8.911442263,5.356320945,6.756753185,6.066104987,5.452962862,4.162600813,5.287907622,2.83472921,3.037502917,3.088641618,4.101479517,2.35530522,6.786296023,3.334228235,4.511947809,3.225530769,3.461311817,5.085148547,4.770200241,5.521962257,5.090591733,4.464178145,2.032662427,5.067716025,4.756367369,4.898351162,5.920857537,5.322926434,4.136708137,4.789971715,6.107419902,4.983297765,6.142999196
Toxic,5.097712779,4.039353797,2.512281365,6.160678454,1.937230218,5.961409136,2.516584819,5.987966173,5.52914519,5.78537999,7.277720598,5.437412423,7.723115782,3.435476016,6.603037332,7.540647613,5.796217706,7.883207395,3.147093968,3.606233606,4.593653621,5.088446503,3.818913022,7.577663244,4.192462739,7.185681374,4.357011082,3.283936547,2.722375925,4.384165975,2.405955182,3.082372178,3.254775237,4.205113076,1.688349263,8.403173773,2.128398136,4.079504851,3.024391185,3.342116983,4.596867754,4.472041998,4.839836644,5.69172938,4.076626773,1.551372289,4.419525477,5.230559823,4.819808988,3.676369706,5.157213079,4.532195951,4.416666622,5.237834816,5.095299123,4.893105001
Toxic,5.505982861,2.768749921,2.937710821,5.749503038,2.007417323,6.749871459,2.724484702,5.62185751,4.690773041,5.25677223,7.759843147,5.649736088,8.028990156,3.102468223,7.428994314,7.108431575,6.220025308,9.507414975,5.321940453,5.154949574,4.407424415,5.514356029,5.651833537,9.004255258,5.556869466,6.372925085,4.517964353,4.346296582,3.854652833,5.568306152,3.404724619,3.099815976,3.190084558,4.332932275,2.135672011,7.735304185,2.125987648,4.603428625,3.461167279,3.370197953,5.420210934,4.784734316,5.519803119,5.356151287,4.257770127,2.00269755,5.328898804,5.363322466,4.337538478,4.456165603,4.877492218,4.608661096,4.670450563,5.434889456,5.614912436,4.615063535
Toxic,5.340085839,2.984277874,2.87291842,5.715565165,1.591613231,6.992889025,2.045627336,5.906591252,6.683196383,6.743461849,8.120716154,5.651517677,8.471506242,5.823810355,7.528361541,6.743658358,6.343396996,8.700872957,4.526240748,5.399493284,3.783982541,6.079520894,5.13699013,8.817442149,5.731118523,8.305355899,6.354166871,4.448676593,3.984981579,6.362456543,2.421983231,2.909443055,3.232753521,4.320200646,2.261634924,6.353264681,2.219521085,4.273146121,3.50177906,3.392444605,5.311328612,4.531893665,4.041344971,5.522896814,4.877233928,1.612757502,5.168830054,5.178837963,4.901872087,5.236882552,5.277214339,4.913727089,4.804119374,5.998348917,4.380228002,4.525586971
Toxic,4.730155259,2.597878015,6.505660733,4.468402874,4.766402494,6.322001863,2.325706241,6.811348649,5.151682859,4.837785817,6.477388709,4.384178626,7.427951419,3.735277768,6.900446929,7.262457972,5.592346341,7.327058979,2.941843739,3.407882848,5.977800033,4.902231577,4.604795198,7.48230899,5.765729187,4.855634883,3.906910125,4.762980728,3.749779246,3.870141269,2.799513419,2.609285357,2.523529329,4.166118874,2.277073994,6.17822506,2.399543945,3.986170948,3.10392099,3.260921232,4.985263914,4.564386284,5.053841742,4.960811415,3.869513333,1.873627818,4.475170769,3.934077659,4.045302047,4.027737236,5.206564306,4.247424924,4.155690958,3.94689884,5.224397284,4.927155134
Toxic,4.486112401,2.728185856,2.735341957,4.897569865,3.217366323,6.531152622,2.779009647,3.88157628,5.619834788,4.150340445,7.807489577,5.403729026,8.136207025,2.239576539,7.355885928,5.863201896,6.280435349,8.998433522,5.499676151,4.484963019,4.863611838,5.682815034,5.094066395,8.258185388,4.010372051,7.231096659,5.964503228,4.560920932,3.417236257,5.073750827,3.216653019,3.054274718,2.958218032,4.186202359,2.328604285,7.670698371,2.601175514,4.593519326,3.130691052,3.263012131,5.912700328,4.541296045,5.323865972,5.852504653,4.807444266,1.935355582,4.872630987,4.550465821,5.182393374,4.24885127,5.354728819,4.65182036,5.035246015,5.664607808,5.079276016,5.040060484
Non-Toxic,5.253969826,3.023739252,3.244737547,5.187638432,1.615084199,7.147974397,2.830974223,6.451610489,4.642780795,5.678648635,8.683477922,5.455182513,8.913846299,5.508491061,8.378517959,8.249893991,6.623843893,9.815436672,5.005265583,4.929420396,4.563883204,6.463883403,5.279540322,9.377148182,6.223204025,7.802310747,5.868016989,5.536049817,4.11341941,5.476099134,2.88050829,3.043785061,3.230988816,4.159628168,1.996047222,7.231852738,2.301252338,4.241535818,3.173844796,3.248564587,4.725586997,4.292770671,5.812130833,5.174577235,4.145416433,1.801077381,4.871232748,5.427491528,5.23254965,5.439322988,5.335468327,4.666302864,4.723394815,6.491522454,6.118315213,7.063011582
Toxic,4.963047897,3.026820943,2.579370583,5.200818489,3.087446166,6.415977833,2.14807105,6.312329638,4.764225446,4.912109603,6.768204906,4.686065311,7.347572385,2.799059815,6.754418138,7.920503621,6.053195965,8.293948735,4.863467159,3.55151548,5.752982052,4.218362148,4.900330966,8.175331108,5.386614286,5.626078438,4.672714924,4.22815006,3.413210011,4.263209702,2.565683925,2.187638833,2.863158268,4.311595454,2.31937717,7.812533862,1.92761674,4.029741555,3.645918828,3.090496733,5.100053401,4.335849275,4.881010257,4.66967163,4.152740106,1.874948802,4.766451488,4.675730519,4.40616695,4.264580616,4.783979835,4.593872097,4.66967163,4.789144418,5.895269705,4.328471424
Toxic,5.457812834,3.436721807,2.374803505,4.552299964,1.845308637,7.501038057,2.666876656,5.589014724,4.394531529,5.443489096,8.449452495,5.739498236,8.398924794,5.099764217,8.026576577,7.18482808,6.483448795,8.928991057,4.647755991,4.117012905,3.518871446,6.152167178,5.154338729,8.694828123,6.135007702,7.999298393,6.536533996,5.508988132,3.137444879,4.768825024,2.202121542,3.060263561,3.273970424,4.277307165,2.166067577,6.948989522,2.131200244,4.298331616,3.295670834,3.013703146,4.939822309,4.655395025,5.825753128,5.720649341,4.23383289,1.725933453,4.484077103,5.017830487,5.388523596,6.909158075,5.712128791,4.961308916,4.849807779,6.358503786,5.458016998,6.356666676
Non-Toxic,4.140101889,2.589233483,2.871206385,5.477305523,1.834748676,7.069809284,2.365308448,5.856618233,6.542514112,5.569589144,8.200287595,5.371281197,8.894535436,4.437386245,7.735160668,8.35812816,5.739906277,9.329471257,3.905936367,4.472150067,4.399816237,5.856422022,4.741960745,9.004104121,5.671787423,8.133535448,5.427118638,4.917524807,3.492424991,5.301384818,2.903382263,2.616787313,3.187516833,4.513492093,2.089133829,8.185049853,2.170799011,4.046454201,3.345680661,3.760066403,5.194065618,4.727190941,5.631762498,5.522636463,4.088292036,1.91520032,4.760796654,5.413609163,5.115647794,4.72972889,5.611516041,4.387268524,4.389394747,6.359293083,6.699016868,5.966772448
Toxic,5.158761284,3.202584859,3.071479507,5.857960784,2.485412083,9.906555157,3.656241449,5.491205978,7.112314212,7.660277478,6.833278794,6.725546987,10.73493233,5.992321882,10.25294295,7.814724303,8.12937994,11.24322218,5.00321903,7.688119761,4.046337203,6.923904569,5.957409058,10.39662092,6.586065372,7.88837127,6.625783074,5.06376443,6.171995406,7.690494048,8.101323358,6.761152885,7.670838583,8.174350778,6.632282488,7.745320269,5.020001251,7.941621063,6.207420296,4.996295293,8.005844694,6.929306457,5.160751011,7.92120712,6.964710593,3.993883152,7.505030477,8.444068995,7.738348014,7.075740125,7.755837215,7.50958113,6.776926514,8.755549882,7.614185967,7.840958215
Non-Toxic,6.521133867,2.840294447,3.119332926,5.291571797,2.034326929,9.578023907,2.49494053,6.327186003,5.075572935,7.139017175,8.809280599,6.498034262,10.44839163,5.513696541,9.765366011,7.881330579,6.692332169,10.71365102,5.861453581,6.740184069,3.891041852,7.207807721,6.238311528,10.50327209,6.796185189,8.992074628,7.110501011,6.256891107,5.553204195,7.180827979,2.616945568,2.805694001,3.506381393,4.742458456,2.333812323,7.69849109,2.092422776,5.210319871,3.181178313,2.992903233,5.656617725,4.610394597,5.359583158,5.904932506,4.822850031,1.650409007,5.04234598,6.615347906,6.036086982,7.147541642,5.871096345,5.579887432,5.355102188,8.043580288,6.488417883,7.738904737
Toxic,8.808788515,3.145833162,2.443159694,4.209764743,2.000414775,8.133684447,2.92347293,5.74713823,7.264904967,7.56462741,8.872529051,7.263366165,9.690280057,6.49335034,8.849587666,6.120652468,7.351729832,10.02662159,6.37685954,6.133881432,3.51410811,7.681267676,5.665078218,9.934108721,7.106874424,8.318584108,5.406553624,6.486254254,4.492068139,6.785774043,2.60745804,3.612320116,4.660051109,4.531822632,2.927687224,6.92472363,2.060896788,5.45099693,3.293496718,3.289845279,5.788965118,4.711333261,5.508845822,6.09870788,4.974989101,1.744526608,6.059946629,6.794132248,5.416512496,6.405508763,5.802593949,6.017165263,5.001300318,7.25723728,5.768253212,6.131937879
Toxic,6.566788353,2.30790272,2.3307788,5.735241591,2.075565144,9.768215295,2.131103107,3.452398416,4.669409911,7.222701653,8.547052627,6.134116028,10.58681431,4.768391843,9.941939526,5.607696318,6.574736029,10.26596494,4.703673573,6.943142912,3.19409652,6.90605411,5.647308794,10.60930469,6.76655919,9.320568301,6.48219562,5.614924759,5.391131614,7.169843464,2.639069079,3.932460568,3.982424735,4.07155835,2.887893462,7.307398647,1.970957329,5.274097556,3.312335079,3.268223096,6.25940689,4.880094949,5.165736807,6.223677013,5.234378301,1.771457057,5.160612313,5.957303412,6.040695345,7.105558347,6.066775637,5.643696762,5.339998527,8.038501266,6.18455729,7.134039894
Toxic,4.334435537,2.769946942,3.039859847,3.350449572,1.792286761,7.33339614,2.42902055,6.980523944,6.15589649,5.762099565,8.177420913,4.84821562,8.787842184,4.720029199,8.204185447,7.888790355,6.090424499,9.584856546,4.683544813,4.369407462,4.596853919,5.814662971,4.952038292,9.530696639,6.26822279,7.645525713,5.607593872,6.293125961,3.734200223,4.717168476,2.68763366,3.010656994,3.203688939,4.925932,1.942904539,7.379608884,2.505930444,4.031677605,4.316093885,3.316159649,5.158242876,4.524003651,3.710860469,5.017436775,4.386419406,1.935460562,4.728402236,4.924619906,4.678696568,6.774283709,5.785835347,4.412932999,4.565047223,6.108814906,5.485555547,6.421675739
Toxic,6.003050152,3.138626067,2.645401737,4.093270792,2.870005272,8.272653472,2.7733241,5.721475496,7.476980178,6.412941388,8.56143367,6.231907625,9.507042771,6.852725794,8.65004572,5.880036232,6.583599447,10.12618966,5.524803637,6.311743462,3.80983735,6.33113534,6.154415759,9.750087079,7.029693814,8.526836894,4.481694034,6.484640448,5.074766523,6.845482621,2.786963128,3.382429376,3.721507288,4.300399054,2.564116874,6.335984846,1.846459248,5.214350979,3.194674127,3.255434547,5.59504659,4.52192545,4.635512888,5.987117918,4.725748005,2.014712934,5.939140438,6.41716909,5.140863876,6.367258224,5.479640135,5.486398914,4.991659718,7.264419967,4.872787196,6.138450089
Toxic,5.812672509,2.940011397,3.594374907,5.468388389,2.230593157,6.116677339,2.958446312,4.349802845,4.218571315,6.851249259,7.182688678,5.435008688,8.187298882,1.716074385,7.272789411,6.061433588,6.036378096,9.062811452,3.445801543,5.489808114,6.323411166,5.606159344,4.994183065,8.389202783,4.875873052,6.245914771,3.649723893,4.507779208,3.904620897,5.211326849,3.594574913,2.61224064,3.459597752,5.096959919,2.175332202,6.910935141,1.804756352,5.19002732,3.496889724,3.336537628,6.118067889,5.317767809,5.167842505,5.366467985,4.780793644,2.404758275,4.887039287,5.225271547,5.478307377,4.433010945,5.476019267,4.758578408,4.081857848,5.3472013,5.680146322,4.799535219
Toxic,4.977709975,2.573316132,2.806304867,8.037372445,2.061754711,9.382384068,2.991485191,6.413186065,7.22760251,7.936776016,7.081586867,6.036263601,10.60448295,5.626994121,9.890108995,7.810645492,7.690514665,10.71336644,3.543934364,7.342021567,2.886413709,6.437218585,6.668092686,10.39128639,6.896995006,8.388592688,5.644167885,5.137523805,6.048282389,7.682012335,8.901077019,7.068758564,7.551595137,7.937630097,5.058830944,8.026159842,4.73435061,8.025383586,6.857794599,5.958944716,8.319314833,7.481819602,4.374769453,8.392897609,7.253996665,4.098005524,7.02638834,7.844360691,8.259724355,6.629338699,8.116512381,7.90038423,7.260639244,8.314605133,8.615945399,7.200884298
Toxic,5.729297308,2.563627452,3.785174292,5.628760914,2.07135888,6.148120412,2.147958961,6.045640793,6.919262511,5.113995118,8.012273246,5.661792762,7.903380817,5.37525696,7.160261354,8.037896873,6.21609358,8.348635268,4.95865363,3.898354099,4.114990052,6.045716722,4.862917361,8.135187343,6.046190633,7.67571897,4.899152296,5.094273154,3.692803985,4.951830254,2.746834752,3.087360469,3.16459731,4.821461855,2.289882339,4.100574507,2.151308244,4.329095761,3.016208088,3.188246724,5.302045115,4.245490872,4.908542352,5.442687903,4.48206994,1.834201735,5.084078943,5.049775914,5.459337188,4.15208685,5.651796622,4.368683627,4.819638517,5.524110619,5.037720934,5.467081051
Toxic,6.15287083,3.118494947,2.939219647,5.951663727,1.777997292,8.701328647,2.293398523,5.527159509,5.525520126,6.839966209,8.681229566,6.170686486,9.883587703,5.696142366,9.164285193,7.270320095,6.472925499,10.17695448,5.517116582,6.871932507,3.285515022,6.962822017,6.219640478,10.12595583,6.715226252,8.835811411,6.634212492,5.619509044,4.701768192,6.889056074,2.888854533,3.005124186,4.093614805,4.604237277,2.115157887,7.681744673,2.300005465,5.50310753,3.229537149,3.489094706,5.731283541,4.5817032,5.61298196,5.734504434,4.921317014,1.694621774,5.370281531,6.431938473,5.611296225,6.771192394,5.907558415,6.123018259,5.186706776,7.751783278,5.894942349,6.760275459
Toxic,5.942806687,2.719453553,3.487488883,5.214390512,3.104591052,9.877416971,2.336829965,4.693679691,4.637375902,6.416432801,8.308017576,6.186747885,10.5877761,4.79737318,10.27345482,5.898067817,6.698512425,10.58860664,4.537575556,7.335169477,4.152403532,7.068775889,5.744101203,10.69620882,6.313362424,8.913663367,7.054841561,5.308857707,5.815677087,7.584929895,2.775326481,3.203861493,3.825085758,5.014524012,2.117292898,7.149353008,2.004464784,5.335739735,3.155148446,3.322854997,6.664096412,4.932005289,6.124318959,6.239975563,5.379528939,2.649035103,5.815126951,6.384184306,6.583539895,6.914377984,6.153573672,5.416051272,5.243739885,8.064124265,5.606262951,7.105100319
Toxic,4.813835316,2.695001272,2.786115665,6.869992156,2.531216446,6.337415713,2.136219785,6.322911313,5.414919227,4.987366353,8.159560329,5.633638793,7.647869783,3.688221496,7.448531885,8.307685305,5.986235898,8.641933866,5.359620791,4.244604888,4.189192208,5.608578213,4.810978304,8.437373237,5.129490189,7.724805573,5.519408185,4.705592706,3.32934517,5.301557022,2.817715389,2.944176587,2.953324281,4.770011271,2.372018017,7.347975441,2.382454161,4.13985366,3.306433133,3.854179353,5.501705437,4.509389855,5.176891371,5.48095672,4.542540128,1.988482916,4.767624005,4.997692242,5.046019505,4.082731087,5.220724793,3.704891736,4.498947055,6.194663134,6.676503096,5.158532615
Non-Toxic,5.135793501,2.584426621,3.244628642,3.985205908,1.749940424,8.849806238,2.861176117,6.228984659,5.778874238,5.757973592,8.018636575,5.165008206,9.811462594,5.473858247,9.357908374,8.209053223,6.158528231,10.51609468,4.267350279,5.672453281,5.733552482,5.894874303,5.583330349,10.24284987,6.09473217,7.603773293,5.653520763,5.598444007,4.191072523,6.229558539,2.699079315,3.007327359,3.431346141,4.301358162,1.957036104,7.889449872,1.687643856,4.770692616,3.78305977,2.974822965,5.164765627,4.320893652,5.255238435,4.650561792,4.519756366,1.843363351,4.635289681,5.087222062,4.911013239,4.821307419,5.279115826,4.724858216,4.497409798,6.771150294,6.16161786,7.089108476
Toxic,3.576590532,2.633820291,2.669348993,5.825818817,1.827026288,6.43858698,2.242351791,5.863247536,4.593272908,6.116760894,6.515308366,5.770973307,8.325325939,3.712421006,7.074424151,7.817090542,6.676219216,9.034435717,3.674961571,5.192654245,4.509235771,5.456774506,5.718670198,8.432732311,5.688665214,5.214570801,3.921743325,4.292856809,3.579199265,5.452882839,6.222020713,6.175942788,5.350835221,6.958083406,4.390630427,7.696332325,3.442443657,6.547051108,4.673091592,4.889546444,6.93852861,5.117533197,5.072130784,6.41689147,5.286824809,2.493406291,5.623514829,6.069451441,5.915242528,4.365031112,5.545369879,5.200657394,5.769576852,4.993922848,6.569109841,5.23503723
Non-Toxic,7.356022142,3.080140238,2.509956387,5.313705179,2.259129628,10.22834871,2.510965666,6.020060223,6.286133538,7.451015357,8.83776703,6.567992802,11.01934926,6.65964916,10.24797089,7.320874648,6.920796998,10.59882216,5.709154511,7.536933244,4.202238227,7.078039947,6.21867591,10.74436428,7.446056996,8.609981431,7.222221301,6.53686055,6.035351271,7.702710661,2.684065388,3.231432927,3.75947242,4.72709708,2.972813276,7.155718792,2.280140059,5.451847332,3.389619986,3.384012891,5.860882036,4.69706105,5.4986288,5.965575252,5.521285711,1.775709193,5.43926629,6.704647491,5.893399824,7.048232831,5.740180973,5.648318305,4.982687527,9.022378751,5.049416695,7.429400647
Toxic,6.863775634,3.630794276,2.921235772,5.092327533,2.64481204,6.307043231,2.670066883,5.39375198,4.950814757,6.118130189,7.722806559,6.083904032,7.826300373,4.833397656,7.578300417,7.720117222,6.831453391,8.084873436,5.792951917,4.307005181,5.469686905,6.02652295,4.685733797,8.218527275,5.563041919,7.55864277,5.64890791,3.740793024,3.319636199,4.697734075,2.934628526,2.676381261,3.256805065,4.683790088,2.040921843,7.408506021,1.94162109,4.610919446,3.225830847,3.056535584,5.319135347,4.556711527,5.024538541,5.384513825,4.451224777,1.900627072,4.61229195,4.923578079,5.457098241,4.724647908,5.560641427,4.699355813,4.689975069,6.127669854,7.32489442,5.788945869
Toxic,5.655100869,2.915391091,3.014406968,5.440247329,2.329026907,7.898109857,2.850095695,6.185086139,5.271262839,5.557983066,8.078070755,5.445629023,9.229663334,6.179390341,8.719049346,7.989461559,6.469128146,10.29711283,5.733344944,5.408078668,4.76334364,5.962139521,5.432911702,9.972146925,5.992802723,7.941343297,6.282653204,5.859041108,3.807511803,5.527128055,2.926454105,2.780241136,3.110740046,4.678916178,1.898971002,8.012209261,2.016468007,4.664325328,3.203840937,3.289265064,4.995413219,4.713826327,5.858689181,5.699252171,4.491183012,1.701334519,4.045932035,5.295912185,5.247325959,5.660853118,5.785405598,4.820341835,4.512399018,5.804947745,5.291240164,6.724117153
Toxic,6.803646927,2.774070917,2.323162729,4.281800442,2.013820189,8.678762444,2.295691053,6.433173137,8.894918699,6.621057279,8.742175555,6.384382757,9.970993914,6.843516586,9.44831019,8.121312346,6.907645515,10.70320302,6.598076276,5.727067046,3.878405549,7.009325244,6.203626009,10.55805289,7.71958324,7.960586626,6.574710846,6.910236547,3.878216404,6.083618138,2.616674007,2.234590717,3.804016775,4.190794414,2.535372784,6.845569155,2.089348113,4.845229751,3.865460875,3.046185494,5.120977077,4.135588439,4.514613757,5.786500499,4.65301787,1.67362531,4.935463731,5.616971995,5.386390791,5.945124617,5.74516736,5.107823534,5.011759324,6.300420217,3.90460262,7.096554848
Toxic,6.200877601,2.812715349,2.375577711,4.455568594,2.388084309,7.331259347,2.341342948,6.24574164,7.982639087,6.628163662,8.711798663,5.749172404,9.16430987,7.127710034,8.264034956,6.674737592,6.44250885,9.923719859,6.22060984,6.346655803,4.087332668,6.682820449,6.341910271,9.865746258,6.182688874,9.052657118,5.599796818,6.405087179,4.560534046,6.812634704,2.265896774,3.04124991,3.183585122,4.780399781,2.230201078,7.422681309,2.2654996,4.767714125,5.015487423,2.868835409,5.160249979,4.394828672,2.942597779,6.180897127,4.719868883,1.908832678,5.393608146,6.117298672,4.772975042,5.753661392,5.82451107,5.349972071,4.695207706,7.331771185,5.087729523,5.312843482
Non-Toxic,6.494884967,2.971523643,2.409565956,4.24403983,2.518514488,9.620758639,2.647248904,6.003543261,4.953593996,6.270408851,8.514452424,5.653614834,10.36714121,5.216034132,9.534065026,7.392382016,6.402570355,10.43019976,4.731088267,6.3236534,3.057490834,6.603933164,6.069597354,10.24446652,6.265017339,8.066360693,6.331165857,5.613177199,5.0668807,6.833622586,2.488979138,3.471075933,3.405414795,4.480282066,2.046089184,6.939615047,1.980326011,4.749449341,3.054838812,3.436126687,4.707509982,4.629830823,5.509740085,5.541661828,4.473473325,1.68426831,4.945045898,6.00649522,5.454130762,7.369967071,5.812116757,5.362544314,4.440661878,7.84955812,5.195531789,6.914955107
Toxic,6.228883055,2.644064714,3.246821924,3.867587411,3.569119389,7.868656802,2.683079026,5.714615281,7.196188823,6.520139517,8.561145993,6.065918322,9.159276156,6.405831618,8.399230444,6.167753048,6.634546681,9.961159998,5.788623126,5.255639771,5.583604248,6.27331583,6.428924493,9.770939904,6.546574126,8.418033604,5.813826332,6.394980659,3.855482036,6.508458592,2.712113602,3.381625502,3.53826681,4.662022409,3.028572155,6.17153524,2.28791532,4.812278715,3.946899729,3.333849974,5.353177729,4.535066587,4.162275301,5.483050845,5.094470001,1.729309989,5.912436599,6.164171209,4.856963523,6.152857578,5.583832702,5.208489019,4.814235385,6.466299502,5.360923892,5.184168125
Toxic,4.402465515,2.716052882,3.349168136,4.787003997,3.614383842,6.893921702,2.416487398,6.333767333,4.247012935,5.476754856,8.215765834,5.584630191,8.150830575,4.533234241,7.405783322,7.992360924,6.002964636,9.29164969,4.293589225,4.60549939,4.331844673,5.660369303,4.99965686,8.689929703,5.283365121,7.885577236,5.781414273,5.372301592,3.776450482,5.048308969,2.772853443,2.982179963,2.853769453,4.171394973,1.715649522,6.738037825,1.830395378,4.272564077,3.177967159,2.941524338,4.941167032,4.480166413,5.216421961,5.218065533,4.180310527,1.64366177,4.939040494,4.618830654,5.037090586,5.441744248,5.116506663,3.986157874,4.885714727,5.822999988,4.083328257,5.964274419
Toxic,4.150484784,3.030421796,2.708349511,4.756351702,1.941054387,6.875096334,2.30569959,6.294119056,4.807649654,5.051574176,8.043502982,5.140096968,7.58318591,3.786088688,7.093102049,8.012286893,6.382118325,8.951098997,4.525033089,4.299868666,3.428898031,5.669592084,4.594822286,7.783202087,5.295931747,7.109009156,6.046621262,4.946903234,3.779661529,4.764434353,2.847982383,2.583110834,2.972630412,4.61108642,1.749768527,6.511567479,2.303994294,4.176060074,3.69735519,3.156417469,4.855242883,4.827996525,5.082549564,5.131905345,4.154630395,1.74068426,4.832092036,4.864323528,4.688506506,4.551159501,5.450112248,4.159044734,4.818202439,5.115197931,4.528225334,5.932714896
Toxic,5.652467645,2.871951773,2.540713397,3.466164792,1.638828439,7.746029141,2.146789369,6.041350671,4.802657071,5.960740836,8.325301783,5.423725504,8.877519382,4.807195724,7.942142358,7.444234465,6.221792074,9.444496354,4.674736747,4.647894043,3.550845388,6.325435162,5.119197373,9.12486012,6.334441138,7.964183509,5.70747143,5.767485608,3.833906476,5.092450693,3.16323552,2.896048799,3.089557102,5.080590928,2.032564157,6.372093422,2.446520823,4.265055206,3.467625563,3.183246048,5.121046911,4.712627289,5.707783461,5.736176576,4.297939799,1.932379665,4.42148423,5.033343393,5.409154484,6.255550865,5.676378065,4.918820391,4.388201518,6.126079864,4.797959255,5.890797564
Toxic,6.240419592,2.910963804,3.365828549,3.758775669,1.836431581,7.015278216,3.30705112,6.434284846,5.436288327,6.409596065,7.134678506,5.891286561,8.280665249,2.942093441,7.274205193,8.152895768,6.63936327,8.344668137,5.547506924,3.910306306,6.017524418,5.931789375,4.815669493,8.575029016,6.115372362,5.296060931,4.440191904,5.104337301,3.593944099,4.332371663,3.015995419,2.580004364,3.306870984,4.688206165,2.596954187,6.559055711,1.646775361,4.605844463,3.498510492,3.406645438,4.417114524,4.45724959,5.742727911,4.813034809,4.108319104,2.03385547,5.075430881,5.237292365,4.30638163,6.065718164,5.597353898,4.380309049,4.611157588,4.586488042,5.510061986,5.681524779
Toxic,4.325252203,2.687991961,4.29559267,4.565830946,2.418963453,7.399407886,2.389421207,6.165055492,5.39675,6.413606773,6.69189446,5.890526263,8.50447488,4.716157032,7.896176766,7.730271928,7.384355213,8.948428592,4.541583691,4.527400379,3.676738295,5.9838588,5.534206265,8.994789335,5.563783242,6.928546629,4.855302796,5.360867902,3.020306725,5.087007837,5.281164313,6.350491034,6.333817362,7.801528411,5.623263473,6.871510027,4.7473662,6.953808888,4.464208705,4.87617809,6.747700077,5.622906721,5.195369042,6.085719604,5.347445253,4.483553734,6.112140268,7.077096253,6.119281998,5.482848316,6.696578071,4.784848988,5.875939619,5.677327155,7.33441728,6.008856209
Toxic,5.330390923,2.939045644,3.542691776,4.805766433,3.460896647,5.528295264,2.840695738,4.526801891,6.088051963,5.763635647,7.471560804,5.0319095,7.175894502,2.442502029,6.36342813,7.178344047,5.689601616,7.572553009,4.887296895,4.486491014,5.898243096,4.769078259,4.733356498,7.620833162,4.29041035,7.361281009,4.699660037,4.018005633,2.996433792,4.812712801,3.598549718,2.555779441,2.749539306,4.922095254,2.637380309,6.95322165,1.693668284,3.508022936,3.193081189,3.289556717,5.261685815,4.442184077,4.982338004,5.096750599,4.679886696,2.025610436,5.108689914,4.503984046,5.09934608,4.036457934,5.022809014,4.604464528,4.434018446,5.285842519,4.854968842,4.062987528
Toxic,4.662305633,3.29212667,3.722746914,5.125900815,4.031656566,6.447155991,3.329592003,4.101963586,4.888955363,5.357367864,6.795767475,5.243833233,7.189512839,2.154694059,6.808420598,5.548105133,5.71100748,8.417521904,4.733651188,4.383356625,4.591770478,5.02826723,4.63136389,7.481647812,4.544641999,5.347478309,2.791730961,3.699938644,4.041331741,4.538618074,3.418222128,3.045976482,3.555077293,4.802755177,1.843881027,7.415733666,2.107308526,4.902981044,4.172326192,3.549530016,5.664567495,4.789247356,4.923606716,5.546157015,4.441574469,2.183118243,4.917707651,5.18621594,4.955541486,4.161505902,4.724869973,4.672359099,4.415262292,4.689212031,5.740388131,4.947109848
Toxic,7.317004219,3.193586871,3.140607652,5.087443113,1.489256686,10.43493046,2.430914368,5.682211559,6.122871752,7.043857241,8.679446366,6.366369363,11.18065523,6.074153299,10.53188392,7.633855188,6.634292603,11.00714361,6.135856682,7.173866931,4.795256715,7.514440264,6.136843951,10.97089729,7.41865414,8.939077903,7.157824559,6.424175625,6.001812127,7.563524926,3.01143984,2.892781701,4.245586738,4.772067558,2.752000026,7.900537068,2.421794413,5.439442176,3.509331539,2.870905499,5.994656001,4.732369636,6.113999857,6.232356459,5.105596141,1.712408843,5.629430743,6.887430682,6.106834574,7.1368789,6.243353172,5.871942973,4.897612598,8.756943466,7.040091715,8.338050807
Non-Toxic,5.207402092,2.713071634,2.884337298,3.930306302,1.849004974,7.234557275,2.466439455,6.521955363,4.678312808,5.946353876,8.257709575,5.849009351,8.41934747,5.432812379,7.789024782,7.374702176,6.529375886,8.888957116,5.29379947,4.783227995,5.175863431,6.05335843,5.571202744,8.839960329,5.30793758,7.656051041,5.732374141,5.147778815,3.820354617,4.991138416,3.126789153,2.228795326,3.007000156,4.467938008,1.753637435,6.856593895,2.2472073,4.964726372,3.271847839,3.165641734,5.161795515,4.802494828,5.200057959,5.418750436,4.40439728,2.008434183,5.028512333,5.112347882,5.040842697,5.734650606,5.579022354,4.768137074,4.976826091,5.579159052,4.136146134,5.872614562
