activity,ATS5m,AATS1v,AATS7v,AATS8v,AATS6e,AATS1p,AATS8p,AATS1i,ATSC4m,ATSC8v,ATSC1e,AATSC4m,AATSC8v,AATSC0p,AATSC6i,MATS4m,MATS8v,MATS6i,MATS4s,GATS6c,GATS3e,GATS4e,GATS1i,GATS4s,GATS5s,VE1_Dzs,VE2_Dzs,VE3_Dzs,BCUTp.1l,BCUTp.1h,nBondsT,SpMax1_Bhm,SpMax2_Bhm,SpMax4_Bhm,SpMin1_Bhm,SpMin2_Bhm,SpMin4_Bhm,SpMax1_Bhv,SpMax2_Bhv,SpMax4_Bhv,SpMin1_Bhv,SpMin2_Bhv,SpMin4_Bhv,SpMax1_Bhe,SpMax2_Bhe,SpMax4_Bhe,SpMin1_Bhe,SpMin2_Bhe,SpMin4_Bhe,SpMin6_Bhe,SpMax1_Bhp,SpMax2_Bhp,SpMax3_Bhp,SpMax4_Bhp,SpMin1_Bhp,SpMin2_Bhp,SpMin4_Bhp,SpMax2_Bhi,SpMax4_Bhi,SpMin1_Bhi,SpMin2_Bhi,SpMin7_Bhi,SpMin2_Bhs,SpMin4_Bhs,SpMin6_Bhs,SpMin8_Bhs,C1SP1,C3SP2,SCH.4,SCH.5,SCH.6,SCH.7,VCH.4,VCH.5,VCH.6,VCH.7,VC.5,SPC.6,VPC.4,VPC.6,ASP.1,ASP.6,ASP.7,VE3_Dt,ntsC,naasC,ntN,StsC,SdssC,StN,SdO,minHBa,minsssCH,mintsC,mindssC,mintN,minsF,maxHBa,maxtsC,maxtN,maxsF,gmax,MAXDP,MAXDP2,SIC2,CIC2,BIC2,BIC4,ZMIC1,ZMIC2,ZMIC3,MLogP,MDEC.22,MDEO.11,MDEN.12,MDEN.13,MDEN.22,TopoPSA,MWC7,MWC8,MWC9,MWC10,SRW5,SRW7,SRW8,SRW10,TSRW,WTPT.4,MACCSFP41
Inhibitor,0.160215718,0.245482803,0.332203121,0.630423245,0.160620163,0.217913124,0.552378928,0.388724663,0.370552143,0.609101641,0.758233159,0.403474054,0.355463659,0.205902157,0.598228789,0.30408271,0.393334537,0.35423506,0.338202071,0.534877157,0.765242807,0.570819581,0.480513152,0.582660372,0.358559446,0.131790069,0.084665715,0.940756656,0.344381209,0.383021269,0.25,0.097856707,0.16854331,0.659569968,0.58040647,0.888818953,0.851052951,0.553943312,0.799261806,0.810593403,0.635718243,0.830800073,0.824515832,0.50231982,0.745620058,0.84576613,0.602975798,0.799896404,0.752604403,0.80869755,0.47433729,0.721646778,0.676250545,0.799846377,0.656201425,0.831591623,0.83087068,0.720049021,0.865562506,0.607271656,0.785487803,0.70714873,0.792995287,0.874144692,0.854286438,0.703204026,0.25,0.625,0,0.210383748,0.243828448,0.207712896,0,0.226483516,0.203543848,0.09752298,0.073613627,0.290267718,0.248407636,0.140228975,0.326975556,0.278792801,0.272760377,0.911884645,0.25,0.5,0.25,0.26891786,0.892728239,0.232852843,0.079275247,0.320904169,0.796522881,0.69830198,0.470194987,0.880504636,0.986586307,0.985793191,0.663517445,0.880504636,0.986586307,0.981561526,0.961815163,0.961815163,0.664356262,0.292733076,0.707049258,0.749057469,0.120454081,0.075015314,0.078794973,0.647058824,0.615985253,0.015955226,0.017457812,0.068739333,0.060708313,0.070105394,0.682481758,0.695046636,0.691243367,0.686407321,0.491856045,0.637329405,0.6451135,0.70646307,0.706482997,0.097375683,1
Inhibitor,0.150385599,0.325097271,0.427045966,0.69882262,0.135911591,0.294258109,0.606843433,0.399488183,0.426845562,0.479584188,0.79091097,0.430342839,0.275669521,0.185648815,0.623083611,0.39819913,0.312244704,0.3883689,0.467308375,0.311589192,0.649571045,0.49874742,0.480510028,0.366050835,0.290332233,0.192137761,0.120098726,0.950931447,0.345676184,0.347269394,0.25,0.135110144,0.165483967,0.743879215,0.638907631,0.895806704,0.880391925,0.702040856,0.78688541,0.892201024,0.702643481,0.839909775,0.880703762,0.729303327,0.734010794,0.914801778,0.657613347,0.802243297,0.859071949,0.79762538,0.593769596,0.713133227,0.861193883,0.877105725,0.720283395,0.839590142,0.884813439,0.715185174,0.929788767,0.649879913,0.784413539,0.673255589,0.840297726,0.914303431,0.819145138,0.654899524,0.25,0.625,0,0.140255832,0.38498306,0.331374254,0,0.060771904,0.201500046,0.115502947,0.063255765,0.281764367,0.221507583,0.128839038,0.25522236,0.247322862,0.238143824,0.962796616,0.25,0.75,0.25,0.285406253,0.899380689,0.234844637,0.039495988,0.352269878,0.852608483,0.741117574,0.500115226,0.888036361,0,0.802589713,0.704200264,0.888036361,0,0.743788742,0.698482217,0.698482217,0.70442009,0.2562647,0.711386848,0.74930755,0.129962306,0.081803414,0.08461488,0.676470588,0.513368328,0,0.048274661,0.068739333,0.229593857,0.084245143,0.70901627,0.720597623,0.716149078,0.710166159,0.491856045,0.678176857,0.66201957,0.717742143,0.72248942,0.030781194,1
Inhibitor,0.208249693,0.305037075,0.368554206,0.643436482,0.127837393,0.263402498,0.566700567,0.352475261,0.304093891,0.529348771,0.764770735,0.380789991,0.319472293,0.208164719,0.657095172,0.215934142,0.35675441,0.460055667,0.251025209,0.19560873,0.585476049,0.702880488,0.486978378,0.675313799,0.30555934,0.348561857,0.196618058,0.966582092,0.344419135,0.513251249,0.25,0.140222466,0.173056093,0.692514395,0.774822826,0.916566002,0.934817788,0.795840261,0.811049443,0.860812287,0.783420698,0.867601388,0.931912252,0.765377126,0.775638037,0.887742366,0.76408827,0.817268858,0.901657287,0.840644985,0.686614131,0.731744009,0.851059572,0.857028849,0.786054469,0.866104203,0.925406147,0.76066181,0.904176334,0.763985246,0.799313174,0.737502916,0.840381114,0.96655801,0.814083154,0.693206867,0.25,0.75,0.28530802,0.312033443,0.484442861,0.425305065,0.333643366,0.353349405,0.382958378,0.205216759,0.111301323,0.407239858,0.334660266,0.210112229,0.192585908,0.189839494,0.176509921,0.959591745,0.25,0.75,0.25,0.27176148,0.89364261,0.234782775,0.079224376,0.319358949,0.893261725,0.705686041,0.462706687,0.887802436,1,1,0.670533683,0.887802436,1,1,0.993927335,0.993927335,0.640582176,0.31983935,0.661509246,0.702715999,0.140535437,0.095024729,0.096771405,0.735294118,0.71030023,0.010153326,0.017418974,0.097212098,0.060708313,0.078009976,0.807225031,0.819298104,0.812727668,0.804897645,0.491856045,0.678176857,0.767598359,0.827719886,0.832131653,0.093419181,1
Inhibitor,0.160221865,0.282638442,0.42007437,0.682581582,0.100899744,0.284719102,0.611664737,0.315168193,0.392380914,0.287191695,0.784037033,0.418966238,0.198978378,0.211366438,0.752328944,0.351443704,0.239607246,0.647942547,0.385506976,0.373162505,0.507689727,0.561352381,0.553900364,0.523083305,0.324963004,0.331958291,0.207495744,0.967898038,0.344709039,0.493821414,0.25,0.136746947,0.166111668,0.683739834,0.7568059,0.9347494,0.88251662,0.771743568,0.799499454,0.852615678,0.763428163,0.864779762,0.879967137,0.745588219,0.752085045,0.882548239,0.737602997,0.815816753,0.832249373,0.928144583,0.664784964,0.725885844,0.839866873,0.847951033,0.764268412,0.850862831,0.880471216,0.737637335,0.899910401,0.735646928,0.795117583,0.79638851,0.870455057,0.880748363,0.997635175,0.751934912,0.25,0.625,0.28530802,0.312033443,0.449875286,0.340185405,0.333643366,0.353349405,0.348514093,0.167575342,0.074612123,0.294289559,0.278830998,0.168644072,0.196147465,0.221866403,0.218167817,0.975317588,0.25,0.666666667,0.25,0.287406068,0.907105746,0.234915636,0.04159171,0.342154097,0.895554587,0.746310516,0.584020797,0.888304834,0,0.848313846,0.70913453,0.888304834,0,0.803132345,0.801834151,0.801834151,0.507156933,0.427212037,0.511858992,0.703675895,0.147137323,0.115665414,0.09522204,0.794117647,0.885425105,0,0.017418974,0.094619308,0.060708313,0.051560803,0.739450233,0.751063638,0.746925906,0.740195471,0.491856045,0.69493253,0.694291916,0.748863291,0.755128766,0.031139206,1
Inhibitor,0.177760073,0.270348837,0.36370677,0.632124283,0.098584518,0.277643847,0.577037137,0.314176805,0.400217981,0.448669187,0.785271373,0.423675698,0.286154264,0.212448264,0.685519557,0.370387924,0.32504351,0.509228815,0.423811172,0.345133494,0.513416874,0.5321046,0.559399533,0.498143497,0.447670174,0.356367937,0.216891446,0.96941067,0.344788244,0.51449172,0.25,0.138924809,0.166264509,0.684526913,0.776693765,0.934830932,0.883836686,0.793281394,0.799508394,0.858674335,0.784304404,0.865059198,0.879973246,0.757703305,0.752649788,0.885193845,0.764639415,0.816015784,0.833189519,0.93077863,0.685118635,0.725886027,0.847066708,0.85605923,0.785455442,0.851187238,0.880474459,0.738750061,0.902417788,0.76433907,0.795305938,0.822285494,0.869867331,0.881691138,1,0.751645962,0.25,0.75,0.28530802,0.312033443,0.44015249,0.349896138,0.333643366,0.353349405,0.344500304,0.173299664,0.089700672,0.331644288,0.304815227,0.193557772,0.191696867,0.209464183,0.19887356,0.971467059,0.25,0.75,0.25,0.288098516,0.907484368,0.235495837,0.042266845,0.343487266,0.894641574,0.748108602,0.588133187,0.890498795,0,0.863043833,0.710843048,0.890498795,0,0.822249832,0.835128881,0.835128881,0.537149669,0.406749787,0.54993995,0.695393012,0.143503283,0.109319394,0.09406286,0.823529412,0.777324567,0,0.017418974,0.094619308,0.060708313,0.051560803,0.759122291,0.771316364,0.767007576,0.760358315,0.491856045,0.69493253,0.711263887,0.76742127,0.773415088,0.03109598,1
Inhibitor,0.138690349,0.287423429,0.407715263,0.593012521,0.059234975,0.277316219,0.550760092,0.298204207,0.432986409,0.353517112,0.77918571,0.43594581,0.232837497,0.213147886,0.701114894,0.421249776,0.27205587,0.542055847,0.399764409,0.081242309,0.414230991,0.65188501,0.514256811,0.505752056,0.505482625,0.36290471,0.239801535,0.972011235,0.34476743,0.427027727,0.25,0.138182702,0.166751591,0.641011765,0.65100758,0.920501427,0.890847735,0.763734024,0.799835856,0.801018488,0.696863364,0.851576054,0.884254312,0.747192212,0.754760635,0.831597169,0.689956366,0.812276432,0.849072239,0.738116023,0.652388496,0.725951967,0.857720377,0.794367441,0.712528015,0.840146656,0.886927388,0.739699226,0.853068357,0.695930782,0.792588482,0.686027956,0.862525721,0.894574574,0.766043934,0.718773405,0.25,0.75,0,0.140255832,0.352642979,0.390887133,0,0.07596488,0.232129267,0.163614399,0.128809881,0.363825884,0.324628647,0.198968409,0.188780595,0.223345154,0.203857386,0.966325545,0.25,0.75,0.25,0.285591542,0.906296123,0.234217426,0.041513732,0.3401394,0.891009204,0.741598716,0.575227088,0.885664639,0,0.846612519,0.704657439,0.885664639,0,0.800924257,0.797988578,0.797988578,0.620486761,0.326116811,0.636673235,0.561798286,0.105878099,0.08783248,0.102174114,0.735294118,0.479987103,0,0.017418974,0.068739333,0.060708313,0.057584778,0.738816744,0.755479243,0.752071699,0.748728415,0.491856045,0.678176857,0.691171525,0.758786691,0.76132818,0.067262577,1
Inhibitor,0.149167659,0.335662849,0.338599602,0.615689577,0.125371866,0.378046044,0.561722674,0.244126132,0.446810518,0.614150314,0.830168666,0.439487823,0.364321904,0.36819822,0.615634106,0.444553083,0.401350744,0.365318744,0.442010877,0.467838967,0.588559969,0.352489537,0.520876465,0.292423878,0.245822876,0.056364404,0.042050447,0.926291445,0.344710765,0.49960606,0.25,0.332914488,0.175586176,0.684129037,0.676557155,0.932785515,0.860862803,0.60726153,0.796922841,0.852190624,0.711554335,0.862881113,0.907725045,0.597880448,0.748474017,0.88254783,0.654226709,0.813091099,0.847654191,0.695836077,0.655473419,0.728615256,0.93005282,0.847855374,0.684779277,0.844634651,0.85381338,0.725936241,0.899706839,0.66167081,0.793402294,0.587746806,0.893668726,0.893185618,0.734783605,0.544692673,0.25,0.5,0.28530802,0.171777611,0.30064524,0.223988905,0.333643366,0.277384524,0.281881096,0.128321016,0.057825433,0.23556717,0.2104807,0.129591206,0.251713765,0.257429942,0.269521006,0.969122729,0.25,0.416666667,0.25,0.281129399,0.903283499,0.232277323,0.113523763,0.332725136,0.881691299,0.730011819,0.542505528,0.878328377,0,0.816913105,0.69364772,0.878328377,0,0.762378525,0.730857905,0.729034551,0.518062128,0.393490415,0.517149896,0.630334334,0.130066463,0.104660114,0.10478649,0.558823529,0.659565797,0.072674194,0.009331593,0.068739333,0,0.07431916,0.636214668,0.65432516,0.651953301,0.651473126,0,0,0.618668508,0.680458728,0.674426082,0.087870208,1
Inhibitor,0.19034179,0.28582078,0.369993266,0.584641288,0.160045972,0.256445957,0.522632806,0.369080346,0.365747994,0.617370201,0.79381009,0.39927237,0.356098669,0.206622101,0.666926923,0.28495362,0.393929814,0.477929652,0.305365538,0.351535924,0.723166631,0.57817392,0.408457975,0.664648912,0.339135381,0.352531731,0.220355496,0.969763856,0.344447256,0.470319228,0.25,0.133747165,0.172300054,0.687297885,0.781440475,0.916562967,0.87773348,0.75873247,0.810007881,0.850643587,0.78948981,0.86763094,0.863260813,0.718700542,0.770963962,0.888458887,0.770709951,0.817301078,0.830379136,0.815942575,0.656204236,0.731040611,0.72332021,0.819936743,0.792151184,0.866163305,0.861401566,0.754277796,0.905362509,0.770849782,0.799349671,0.728255824,0.846551878,0.870238803,0.844159537,0.714990924,0.25,0.75,0.28530802,0.343555222,0.400105041,0.32331771,0.333643366,0.345329579,0.295375171,0.149398424,0.088917447,0.3375118,0.275964207,0.173309574,0.2657618,0.204005352,0.200807849,0.933936501,0.25,0.666666667,0.25,0.271770709,0.902459579,0.23405881,0.04207622,0.3261141,0.897600471,0.705710006,0.533556537,0.885064852,0.995735021,0.995482844,0.670556455,0.885064852,0.995735021,0.994137356,0.983717041,0.983717041,0.610032605,0.337497655,0.628271981,0.677050304,0.130292812,0.087910653,0.091435352,0.676470588,0.672398344,0,0.025572367,0.068739333,0.229463043,0.07054789,0.748987411,0.764369426,0.761730639,0.75727401,0.491856045,0.659202092,0.707016488,0.77203377,0.773475508,0.066204966,1
Inhibitor,0.187944711,0.296477161,0.357611255,0.628467618,0.168122007,0.226654232,0.524016635,0.45293416,0.346764803,0.587910669,0.771615717,0.390199499,0.344223113,0.227961097,0.609980936,0.274041532,0.382080447,0.422504874,0.343295441,0.294244468,0.42420057,0.439932333,0.296688927,0.454702471,0.220511904,0.31790265,0.193480834,0.96577079,0.16013268,0.459962993,0,0.133087117,0.176816338,0.700930452,0.773485018,0.915427479,0.873898969,0.751782153,0.812360974,0.848430963,0.782302261,0.873123545,0.865851667,0.714334119,0.784968154,0.895465974,0.762628309,0.816592695,0.828191545,0.79747074,0.649584625,0.730221547,0.72086791,0.81764608,0.78568194,0.878073155,0.86808998,0.767137583,0.913394294,0.762723666,0.79933541,0.696519584,0.82639865,0.865250853,0.781422505,0.664091789,0,0.75,0.28530802,0.343555222,0.400105041,0.32290307,0.333643366,0.345329579,0.295375171,0.152519429,0.107162374,0.37013643,0.292109674,0.176083906,0.196521449,0.194329326,0.195416551,0.894141982,0,0.666666667,0,0,0.899500727,0,0.041537123,0.316862894,0.883497878,0,0.50141901,0,0.812593532,0.990686139,0,0,0.991206099,0.987911897,0.972874875,0.972874875,0.585345227,0.356368109,0.610166764,0.660530061,0.159936639,0.129820854,0.132078286,0.588235294,0.529408959,0,0,0,0.229463043,0.046622953,0.768048143,0.782936885,0.777326886,0.771870065,0.491856045,0.659202092,0.73663586,0.799350807,0.801493073,0.066105597,0
Inhibitor,0.146152572,0.328662719,0.371472747,0.610550608,0.102037011,0.297874516,0.548999201,0.337413005,0.328360422,0.838888881,0.807766286,0.374854749,0.486379006,0.200453181,0.667522583,0.179177096,0.524651745,0.472742832,0.147378207,0.252534081,0.62961213,0.841455304,0.551164131,0.821623933,0.22630147,0.470572829,0.310946878,0.979637144,0.547861315,0.42510631,0,0.147415828,0.194006988,0.79508972,0.784415154,0.706582015,0.734100977,0.869809498,0.835757829,0.97263941,0.784677878,0.643612253,0.763843841,0.815510792,0.876924869,0.974802646,0.812223929,0.587899429,0.690024263,0.776175801,0.758407549,0.738125829,0.862591327,0.965771391,0.779868411,0.662197016,0.789903058,0.879274234,0.979657559,0.815555264,0.564570737,0.743470693,0.652744209,0.761653545,0.768963342,0.748640125,0,0.5,0.681780253,0.411209294,0.893715373,0.806530835,0.622979485,0.394501507,0.637244826,0.343526492,0.088729457,0.343026935,0.276639273,0.169338787,0.04386662,0.169300515,0.17384332,0.974338354,0,0.25,0,0,0.933668458,0,0.078954005,0.333884425,0.850055387,0,0.590164251,0,0,0.83017175,0,0,0,0.779586413,0.760826907,0.760826907,0.534162931,0.391678673,0.525974971,0.721759024,0.149270113,0.117626055,0.077562199,0.676470588,0.679223417,0.013960823,0,0,0.012141663,0.046311195,0.810573921,0.828201184,0.826794203,0.822741915,0.98371209,0.984059751,0.732565057,0.802630669,0.84542744,0.060678019,0
Inhibitor,0.13056354,0.348579837,0.332226067,0.606020597,0.098816768,0.340347044,0.55684699,0.281955875,0.334684372,0.507191711,0.802923306,0.369417986,0.295216691,0.21359124,0.606415348,0.149213088,0.333601444,0.347873341,0.288963039,0.361592161,0.426618068,0.697510293,0.345361821,0.579816731,0.319662403,0.316569496,0.236175459,0.971155159,0.341957067,0.491317466,0.25,0.140194367,0.171461652,0.689400171,0.671723644,0.913020725,0.803683123,0.829766171,0.811482693,0.857338155,0.723737647,0.852691114,0.752493479,0.768163485,0.776802363,0.878679706,0.723662334,0.818638868,0.755401513,0.69149266,0.722918468,0.7345913,0.803782465,0.850167951,0.74005037,0.846551097,0.745380592,0.766304064,0.890935941,0.733008834,0.798977768,0.61994501,0.880946536,0.810060689,0.742065172,0.644927341,0.25,0.875,0.465906046,0.420767497,0.717930036,0.570843525,0.446936079,0.426831634,0.502318426,0.276009543,0.112966742,0.29320681,0.264354924,0.157919931,0.164841997,0.170901286,0.16542797,0.946313781,0.25,0.75,0.25,0.282748711,0.906574597,0.232719622,0.040821735,0.336910627,0.869541441,0.734216703,0.578251735,0.880000876,0,0.831514655,0.697643147,0.880000876,0,0.781329318,0.763862325,0.763862325,0.573219599,0.348107351,0.563672453,0.643551767,0.111534996,0.081749946,0.081440349,0.676470588,0.359910602,0,0.018030351,0.07733175,0.121416625,0.048302426,0.71829961,0.738250855,0.741262436,0.740384769,0.806495691,0.840770788,0.670420023,0.744035089,0.756635749,0.03091933,1
Inhibitor,0.180593845,0.349106657,0.463862501,0.682996681,0.283393347,0.277511989,0.583427992,0.381714175,0.450954373,0.180400432,0.752828644,0.443104123,0.122461162,0.229171139,0.430325148,0.452323099,0.150394541,0.189449053,0.467723751,0.543713964,0.166061412,0.222946335,0.307202499,0.21941205,0.153347316,0.297185894,0.185760711,0.964464626,0.26812221,0.437317532,0.25,0.141495362,0.172840367,0.658880091,0.660994552,0.911764034,0.845082818,0.773518117,0.812272641,0.802867426,0.718934988,0.856570588,0.854062206,0.757184355,0.782830689,0.841839527,0.697584112,0.816818838,0.826512606,0.731588538,0.659883902,0.734602699,0.83209835,0.787761266,0.737500238,0.852831798,0.868554614,0.772724933,0.855615403,0.701986894,0.797173693,0.69952397,0.844145813,0.843770006,0.732022141,0.714877833,0.25,0.625,0.232953023,0.420767497,0.572320298,0.52475756,0.211014592,0.426831634,0.386354803,0.215724,0.110722142,0.390115921,0.332371028,0.173854201,0.180256931,0.192155134,0.167985241,0.949224804,0.25,0.666666667,0.25,0.274259003,0.89902275,0.232511323,0.040371841,0.321331095,0.826059453,0.712171386,0.49622748,0.87921322,0.886345676,0.879625598,0.676695974,0.87921322,0.886345676,0.84377067,0.741675497,0.741675497,0.657439548,0.291899213,0.672655156,0.634255321,0.122197211,0.111702761,0.132449558,0.617647059,0.488161593,0,0.018030351,0.07733175,0.060708313,0.057584778,0.773815697,0.791772953,0.78836334,0.785230566,0.491856045,0.678176857,0.739951587,0.806327272,0.809485298,0.066763605,1
Inhibitor,0.146998791,0.284778923,0.412224386,0.637154998,0.110874049,0.265846444,0.581472259,0.345617889,0.406567442,0.398903394,0.801210329,0.421797043,0.244119261,0.199723002,0.698741915,0.365850919,0.281657206,0.536562202,0.394603875,0.230139603,0.510729375,0.481828975,0.482131363,0.506515804,0.502080623,0.227110889,0.150071184,0.958253982,0.344759464,0.39467285,0.25,0.130204574,0.165815052,0.641052325,0.652657402,0.921243948,0.890365543,0.711406726,0.798212884,0.801885411,0.699771873,0.852885049,0.881910222,0.693667347,0.749863196,0.836019306,0.690627813,0.812391023,0.847034294,0.720235193,0.6082092,0.724718445,0.778359747,0.795214639,0.715527687,0.8414727,0.883310966,0.735427465,0.856744327,0.696203061,0.792645713,0.658602484,0.846744793,0.880025213,0.730350112,0.732466859,0.25,0.75,0,0.171777611,0.35849092,0.277401412,0,0.067945055,0.247856895,0.116379056,0.082187583,0.284762184,0.249004491,0.149744621,0.25435078,0.250823779,0.237174574,0.944184373,0.25,0.666666667,0.25,0.285219896,0.906062144,0.234030479,0.041346964,0.339487501,0.871775453,0.740633658,0.572685728,0.88495772,0,0.842974019,0.703740453,0.88495772,0,0.796201988,0.789764343,0.789764343,0.561216325,0.3730307,0.568342847,0.562049901,0.124997405,0.099845629,0.108606441,0.676470588,0.562999161,0,0.025572367,0.068739333,0.229463043,0.07054789,0.6944659,0.7067271,0.703447661,0.697980775,0.491856045,0.659202092,0.646927808,0.706174924,0.708387141,0.067029804,1
Inhibitor,0.149235647,0.267725836,0.341772771,0.565125132,0.137645686,0.245764048,0.518666278,0.373614073,0.37658465,0.559408424,0.799255891,0.400870313,0.329938461,0.194406376,0.680646349,0.284301051,0.367488631,0.499312953,0.332304051,0.328634264,0.313978812,0.437720627,0.513049999,0.550659517,0.43085172,0.387462236,0.271545643,0.97517086,0.344800531,0.437909947,0.25,0.129751077,0.165555284,0.625535471,0.674761529,0.925319681,0.773764657,0.717175435,0.797959836,0.769769283,0.716312998,0.854772224,0.723700077,0.687009963,0.747870119,0.813193329,0.711053641,0.813294198,0.673685426,0.748944064,0.615289634,0.724584336,0.68161456,0.749590549,0.730577419,0.842545068,0.750060483,0.732275777,0.838177961,0.716796927,0.793346671,0.700762028,0.891139746,0.766812754,0.742065172,0.698016228,0.25,0.75,0,0.171777611,0.290922444,0.237270328,0,0.067945055,0.169206896,0.088766103,0.060605572,0.261970086,0.212596136,0.136005194,0.348203671,0.252588245,0.249491893,0.955113355,0.25,0.666666667,0.25,0.284500061,0.905939153,0.233704251,0.041485317,0.339206403,0.88882062,0.738764455,0.571349862,0.883724129,0,0.845992567,0.701964361,0.883724129,0,0.800119646,0.796587278,0.796587278,0.632451091,0.309212832,0.646961346,0.564787579,0.106415425,0.078846006,0.100597974,0.617647059,0.540272517,0,0.025572367,0.068739333,0.229463043,0.07054789,0.665779032,0.680958456,0.681455446,0.678434658,0.491856045,0.659202092,0.609317191,0.674238387,0.674953074,0.064433062,1
Inhibitor,0.147748618,0.26969812,0.412395776,0.647210196,0.122847893,0.236197992,0.586520267,0.410978769,0.399474727,0.366740467,0.797276574,0.417058507,0.222574554,0.18586758,0.679661339,0.348211172,0.25811221,0.497553045,0.389766655,0.234360739,0.508728715,0.423281995,0.587732138,0.514301446,0.496600781,0.32206306,0.212814036,0.968506836,0.344758774,0.393899331,0.25,0.129699609,0.165748532,0.63761433,0.650438219,0.920397131,0.88672175,0.703287696,0.797923227,0.789829904,0.69816943,0.852196382,0.881232059,0.687207537,0.749093888,0.830635941,0.689056779,0.812236614,0.825002228,0.719678895,0.601000669,0.724478226,0.708324045,0.779978346,0.714860088,0.841134737,0.882919019,0.734929897,0.854021627,0.69480042,0.792541868,0.650689867,0.852177899,0.88665537,0.7343561,0.733787796,0.25,0.75,0,0.171777611,0.35849092,0.277401412,0,0.067945055,0.227263896,0.109796983,0.079417667,0.284762184,0.238235836,0.143984269,0.25435078,0.250823779,0.237174574,0.944184373,0.25,0.666666667,0.25,0.28491699,0.905818744,0.233977136,0.041321802,0.338960817,0.88932244,0.739847099,0.570042049,0.884756013,0,0.842425032,0.702993076,0.884756013,0,0.795489479,0.78852345,0.78852345,0.56290376,0.370047851,0.568478427,0.549461177,0.125373426,0.101531473,0.11178939,0.617647059,0.562999161,0,0.025572367,0.100030423,0.229463043,0.073806267,0.6944659,0.7067271,0.703447661,0.697980775,0.491856045,0.659202092,0.646927808,0.706174924,0.708387141,0.067029804,1
Inhibitor,0.170151047,0.295883525,0.333901669,0.600512543,0.146093253,0.234895666,0.51098486,0.432777485,0.392652713,0.586961832,0.777248636,0.412846236,0.343905881,0.222830632,0.60709691,0.347168576,0.381701297,0.409832032,0.407167806,0.258705662,0.159556466,0.332484176,0.316888715,0.341591519,0.217742556,0.337088492,0.216555303,0.969109564,0.160498417,0.454888994,0,0.132906674,0.171316933,0.689589908,0.774590381,0.933829712,0.879195291,0.751376145,0.801140662,0.843780526,0.781917492,0.870596267,0.864829572,0.713293508,0.764802337,0.891656845,0.762544593,0.815315971,0.827886706,0.730674686,0.649359358,0.724391113,0.720184384,0.813716358,0.783670639,0.864571666,0.863926953,0.747519036,0.910428805,0.762574651,0.79531419,0.692771544,0.863484748,0.872280526,0.719358484,0.676065671,0,0.75,0.28530802,0.343555222,0.408798951,0.310962967,0.333643366,0.345329579,0.306145297,0.148763709,0.092656614,0.319512,0.261333637,0.162020627,0.200200617,0.205907771,0.205266247,0.921694946,0,0.666666667,0,0,0.903467237,0,0.041450821,0.331567748,0.819466718,0,0.544501192,0,0.811454527,0.845239937,0,0,0.811454527,0.799142837,0.794886082,0.794886082,0.555558614,0.376015137,0.571857872,0.64488492,0.150234339,0.128501468,0.129300912,0.588235294,0.502079051,0,0,0,0.229463043,0.046622953,0.734522381,0.748881867,0.744461812,0.739404249,0.491856045,0.659202092,0.701444862,0.761928999,0.764099994,0.064378389,0
Inhibitor,0.1622272,0.29954892,0.349555236,0.57332278,0.143236431,0.273449466,0.521951923,0.348165055,0.377846204,0.652582518,0.799213613,0.402132732,0.375778674,0.197711283,0.682482929,0.288338334,0.413615697,0.503136934,0.330563377,0.353290719,0.310337265,0.440662906,0.473080527,0.554771556,0.42708495,0.386002732,0.262566224,0.974444391,0.344807379,0.445068736,0.25,0.135517758,0.165611455,0.687465615,0.642063638,0.91741575,0.746802996,0.777592048,0.798812137,0.84640681,0.690665703,0.849771698,0.722899845,0.733248806,0.748745446,0.886834582,0.693983977,0.812340994,0.669048621,0.728039329,0.674655256,0.72544507,0.721852614,0.814583691,0.709119983,0.839065834,0.749644696,0.732844942,0.902757653,0.70305802,0.792767126,0.645780094,0.865130019,0.735260815,0.732638515,0.746841373,0.25,0.75,0.232953023,0.171777611,0.44015249,0.390180178,0.235921486,0.067945055,0.317928047,0.185518237,0.074411686,0.275769315,0.225418067,0.148288273,0.257552395,0.210297034,0.209569434,0.957502547,0.25,0.666666667,0.25,0.28536672,0.90636524,0.234169647,0.041782329,0.34042394,0.889937647,0.741014917,0.575977799,0.885483968,0,0.85247274,0.704102721,0.885483968,0,0.808530015,0.811234652,0.811234652,0.646449965,0.299392631,0.658375739,0.647052918,0.116857163,0.076730197,0.088890448,0.647058824,0.582074247,0,0.025572367,0.068739333,0.229463043,0.07054789,0.711939915,0.727766939,0.727925005,0.72461672,0.806495691,0.834931616,0.647944679,0.713006704,0.727049576,0.064450721,1
